nombre,imagen,codigo cofepris,precio,piezas,precio unitario,subtotal
Suprahyal Caja Con 1 Jeringa Prellenada De 2.5 mL,https://www.farmalisto.com.mx/98958-large_default/comprar-suprahyal-caja-con-1-jeringa-prellenada-de-25-ml-osteoartritis-precio.jpg,<span>220M2003SSAIV</span>,1992.0,127,996.0,126492.0
Taxus 20 mg Caja Con 30 Tabletas,https://www.farmalisto.com.mx/98900-large_default/comprar-taxus-20-mg-caja-con-30-tabletas-carcicoma-mama-precio.jpg,<span>318M89SSAIV</span>,327.0,47,163.5,7684.5
Tafitram 325 mg / 37.5 mg Caja Con 10 Comprimidos,https://www.farmalisto.com.mx/100055-large_default/comprar-tafitram-325-mg-375-mg-caja-con-10-comprimidos-dolor-precio.jpg,<span>046V2000SSAIV</span>,374.0,122,187.0,22814.0
Tavor Cr 10 mg Caja Con 10 Tabletas,https://www.farmalisto.com.mx/98908-large_default/comprar-tavor-cr-10-mg-caja-con-10-tabletas-incontinencia-urinario-precio.jpg,<span>133M97SSAIV</span>,879.0,107,439.5,47026.5
Prikul 75 mg Caja Con 28 Cápsulas,https://www.farmalisto.com.mx/100057-large_default/comprar-prikul-75-mg-caja-con-28-capsulas-precio.jpg,<span>091M2013SSAIV</span>,929.0,68,464.5,31586.0
Xumer 120 mg Caja Con 7 Tabletas,https://www.farmalisto.com.mx/89463-large_default/comprar-xumer-120-mg-caja-con-7-tabletas-precio.jpg,"<span> 156M2018 SSA, IV</span>",624.0,76,312.0,23712.0
Zoltum 40 mg Caja Con 14 Comprimidos,https://www.farmalisto.com.mx/104357-large_default/comparar-zoltum-40-mg-caja-con-14-tabletas-malestar-estomacal-precio.jpg,<span>248M2009SSAIV</span>,571.0,177,285.5,50533.5
Zoltum 20 mg Caja Con 14 Comprimidos,https://www.farmalisto.com.mx/104354-large_default/comprar-zoltum-20-mg-caja-con-14-comprimidos-malestar-estomacal-precio.jpg,<span>248M2009SSAIV</span>,352.0,150,176.0,26400.0
Trexen 100 mg Caja Con 7 Óvulos,https://www.farmalisto.com.mx/73871-large_default/comprar-trexen-100-mg-caja-con-7-ovulos-vaginosis-bacteriana-precio.jpg,<span><strong>COFEPRIS: </strong>065M2000 SSA IV</span>,651.0,80,325.5,26040.0
Rubrum ASF 100 mg Caja con 5 Cápsulas,https://www.farmalisto.com.mx/98894-large_default/comprar-rubrum-asf-100-mg-caja-con-5-capsulas-tumor-cerebral-precio.jpg,<span>241M2008SSAIV</span>,9110.0,180,4555.0,819900.0
RUBRUM ASF 250 MG CAPS 5,https://www.farmalisto.com.mx/98896-large_default/Comprar-Rubrum-Asf-250-mg-Caja-Con-5-Capsulas-Tumor-Cerebral-Precio.jpg,,20278.0,76,10139.0,770564.0
Vidaza Suspensión 25 mg/mL Inyectable Caja Con 1 Frasco Ámpula,https://www.farmalisto.com.mx/102892-large_default/comprar-vidaza-suspension-25-mgml-inyectable-caja-con-1-frasco-ampula-cancer-precio.jpg,<span>046M2013SSAIV</span>,11730.0,96,5865.0,563040.0
Revlimid 10 mg Caja Con 21 Cápsulas,https://www.farmalisto.com.mx/104929-large_default/comprar-revlimid-10-mg-caja-con-21-capsulas-precio.jpg,<span>101M2010SSAIV</span>,112600.0,175,56300.0,9852500.0
